,cody_id,clothes_maincategory,clothes_subcategorry,brand,color,season,gender,spring,summer,autumn,winter,img
143,36,신발,샌들,JINNY KIM,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210614/1993681/1993681_1_500.jpg?t=20210614112642
144,37,아우터,레더/라이더스 재킷,ETMON,,2020 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20201127/1705642/1705642_1_500.jpg?t=20201130185126
145,37,아우터,카디건,NOIAGO,,2020 F/W,여,,,,,https://image.msscdn.net/images/goods_img/20201124/1699814/1699814_1_500.jpg?t=20220628155705
146,37,바지,코튼 팬츠,NICK&NICOLE,,0,여,,,,,https://image.msscdn.net/images/goods_img/20200911/1597450/1597450_1_500.jpg?t=20200911134613
147,37,여성 가방,숄더백,RAIVE,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210119/1753638/1753638_1_500.jpg?t=20210119143422
148,37,모자,헌팅캡/베레모,POESIEDAME,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210114/1749683/1749683_1_500.jpg?t=20210114234804
149,37,주얼리,귀걸이,LINKY LABORATORY,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20201111/1685807/1685807_1_500.jpg?t=20201111101943
150,37,신발,부츠,TDN,,2022 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200924/1621404/1621404_1_500.jpg?t=20200924014933
151,38,아우터,카디건,AMOMENTO,,2021 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20210217/1799302/1799302_3_500.jpg?t=20210326154818
152,38,바지,슈트 팬츠/슬랙스,AMOMENTO,,2021 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20210217/1799304/1799304_3_500.jpg?t=20210319140914
153,38,주얼리,목걸이/펜던트,LAYERMOOD,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200928/1629748/1629748_1_500.jpg?t=20200928235114
154,38,여성 가방,숄더백,AMOMENTO,,2021 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20210217/1799315/1799315_1_500.jpg?t=20210304104819
155,39,여성 가방,숄더백,BBYB,,2021 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210308/1831999/1831999_1_500.jpg?t=20210308113145
156,39,주얼리,목걸이/펜던트,CLEMENCE JEWELRY,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20210305/1827838/1827838_1_500.jpg?t=20210305011201
157,39,주얼리,귀걸이,LAYERMOOD,,2019 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20191119/1229479/1229479_1_500.jpg?t=20191119111911
158,39,주얼리,반지,LAYERMOOD,,2019 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20191118/1228561/1228561_1_500.jpg?t=20191118145115
159,39,신발,부츠,SECONDAILY,,2019 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200103/1262228/1262228_1_500.jpg?t=20200103143236
160,40,상의,셔츠/블라우스,LARGO,,2020 S/S,여,,,,,https://image.msscdn.net/images/goods_img/20200603/1472758/1472758_1_500.jpg?t=20200603163750
161,40,주얼리,목걸이/펜던트,POSTLUDE,,2020 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20201120/1696490/1696490_1_500.jpg?t=20201120102944
162,40,신발,부츠,TDN,,2022 ALL,여,,,,,https://image.msscdn.net/images/goods_img/20200924/1621404/1621404_1_500.jpg?t=20200924014933
